ensgene,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
POLR3KP1,0,0,0,0,0,0,0,0
POLR3KP2,0,0,0,0,0,0,0,0
POLRMT,494,513,427,284,541,850,387,448
POLRMTP1,32,24,19,11,23,34,12,6
POM121,1266,1207,1505,880,1501,2125,1189,1342
POM121B,576,532,687,398,663,993,529,605
POM121C,0,0,0,0,0,0,0,0
POM121L10P,12,26,42,32,28,217,22,41
POM121L12,0,0,0,0,0,0,0,0
POM121L13P,0,0,0,0,0,0,0,0
POM121L14P,0,0,0,1,1,2,0,0
POM121L1P,3,4,20,9,8,113,7,9
POM121L2,0,0,0,0,0,0,0,0
POM121L3P,1,1,0,0,0,3,0,0
POM121L4P,9,6,10,14,11,41,11,24
POM121L6P,0,0,9,0,3,3,0,0
POM121L7P,5,4,18,8,15,101,8,13
POM121L8P,3,4,5,4,7,61,5,4
POM121L9P,39,65,117,124,116,775,83,147
POMC,3,5,3,0,3,2,1,1
POMGNT1,949,1000,1326,824,1432,1700,782,951
POMGNT2,764,783,688,396,522,560,510,599
POMK,56,22,46,24,46,66,42,47
POMP,1041,1102,1070,897,910,1496,767,920
POMPP1,0,0,0,0,0,0,0,0
POMT1,616,549,667,425,636,860,590,638
POMT2,425,418,440,295,508,611,374,363
POMZP3,101,81,144,86,146,179,165,132
PON1,0,0,0,0,1,0,0,0
PON2,898,871,1368,904,1480,1778,850,924
PON3,0,1,0,0,0,1,0,0
POP1,260,199,245,110,205,302,150,134
POP4,438,411,510,298,526,594,336,407
POP5,294,232,276,129,267,322,177,169
POP7,214,227,238,112,229,292,179,155
POPDC2,11,10,20,9,8,10,23,10
POPDC3,72,111,113,69,250,303,81,141
POR,936,1037,790,494,938,1375,732,861
PORCN,204,200,236,149,209,268,189,175
POSTN,1710,469,12652,3357,4966,1498,5498,2923
POT1,358,315,418,245,406,437,302,337
POT1-AS1,12,7,33,23,22,42,12,28
POTEA,0,0,0,0,0,0,0,0
POTEB,0,0,0,0,0,0,0,0
POTEB2,0,0,0,0,0,0,0,0
POTEC,0,0,0,0,0,0,0,0
POTED,0,0,0,0,0,0,0,0
POTEE,2,4,0,2,1,2,1,1
POTEF,0,1,0,2,2,4,3,4
POTEF-AS1,0,0,0,0,0,0,0,0
POTEG,1,0,6,4,7,8,2,8
POTEH,0,0,0,0,0,0,0,0
POTEH-AS1,0,0,0,0,0,0,0,0
POTEI,0,1,0,3,1,2,2,7
POTEJ,2,2,0,2,2,0,4,5
POTEKP,1,0,0,3,5,7,2,5
POTEM,1,1,1,3,1,0,1,2
POU1F1,0,0,0,0,0,0,0,1
POU2AF1,3,0,1,0,0,1,1,0
POU2F1,331,269,381,222,405,387,371,360
POU2F1-DT,0,0,1,1,0,0,0,1
POU2F2,70,14,34,3,104,33,34,9
POU2F3,3,2,2,2,2,1,3,3
POU3F1,0,0,1,0,0,1,1,0
POU3F2,0,0,0,0,1,0,0,1
POU3F3,0,0,0,0,0,0,0,0
POU3F4,0,0,0,0,0,0,0,0
POU4F1,0,1,0,0,0,0,0,0
POU4F2,0,0,0,0,0,0,0,0
POU4F3,0,1,0,0,1,0,0,0
POU5F1,3,6,7,1,3,0,6,3
POU5F1B,0,1,0,0,2,1,1,0
POU5F1P2,0,0,0,0,0,0,0,0
POU5F1P3,3,1,5,1,4,3,2,3
POU5F1P4,0,1,1,0,0,0,0,0
POU5F1P5,0,0,1,0,2,0,0,0
POU5F1P6,0,1,0,1,3,1,2,0
POU5F1P7,0,0,0,0,0,0,0,0
POU5F2,0,0,2,0,1,1,0,0
POU6F1,292,217,364,174,382,308,300,260
POU6F2,0,0,0,0,0,0,0,0
POU6F2-AS1,0,0,0,0,0,0,0,0
POU6F2-AS2,0,0,0,0,0,0,0,0
PP2D1,4,1,6,1,4,7,6,7
PPA1,1761,1325,1745,837,2122,1900,1309,980
PPA2,487,408,533,356,512,614,400,365
PPAN,25,29,28,17,20,83,19,26
PPAN-P2RY11,0,0,0,0,0,0,0,0
PPARA,834,843,917,612,857,1176,763,1116
PPARD,1005,914,1107,701,1203,1822,884,1109
PPARG,321,774,282,270,614,1131,257,662
PPARGC1A,136,104,91,45,438,434,73,61
PPARGC1B,14,3,2,0,6,9,5,3
PPAT,201,161,181,94,199,285,145,106
PPATP1,13,6,3,3,16,16,9,7
PPATP2,0,0,0,0,0,0,0,0
PPBP,0,0,0,0,0,0,0,0
PPBPP1,0,0,0,0,0,0,0,0
PPBPP2,0,0,0,0,0,0,0,0
PPCDC,77,71,89,46,111,130,61,71
PPCS,494,471,602,372,566,684,485,458
PPDPF,2261,2089,2825,1351,2257,2670,1877,1847
PPDPFL,0,0,0,0,0,0,0,0
PPEF1,1,2,0,2,0,3,0,3
PPEF1-AS1,0,0,0,0,1,0,0,0
PPEF2,0,0,0,0,2,1,1,1
PPFIA1,1053,1115,1223,750,1565,1844,1032,1227
PPFIA1P1,1,0,1,1,0,2,0,0
PPFIA2,52,62,31,64,74,159,30,61
PPFIA2-AS1,0,2,1,0,2,3,0,0
PPFIA3,44,28,46,16,40,44,39,13
PPFIA4,488,230,580,144,574,1220,585,226
PPFIBP1,1726,1232,2145,819,2083,2408,1394,1391
PPFIBP2,402,432,566,422,425,667,403,663
PPHLN1,791,722,920,611,1006,1365,685,816
PPIA,9241,9388,11637,7198,11052,14815,7260,8043
PPIAL4A,0,0,0,0,0,0,0,0
PPIAL4C,0,0,0,0,0,0,0,0
PPIAL4D,0,0,0,1,0,0,0,0
PPIAL4E,0,0,0,0,0,0,0,0
PPIAL4G,9,9,5,2,5,9,3,2
PPIAL4H,0,0,0,0,0,0,0,0
PPIAP1,0,0,0,0,0,0,0,0
PPIAP10,0,0,0,0,0,0,0,0
PPIAP11,151,185,254,147,272,321,137,174
PPIAP13,1,1,0,0,0,3,0,1
PPIAP14,0,0,0,0,0,0,0,0
PPIAP15,0,0,0,0,0,0,0,0
PPIAP16,3,2,7,2,2,5,3,3
PPIAP17,0,0,0,0,0,0,0,0
PPIAP19,3,4,2,1,0,0,2,0
PPIAP2,0,0,1,0,0,1,0,0
PPIAP20,0,0,1,0,0,0,0,0
PPIAP21,3,2,1,2,0,3,1,2
PPIAP22,2351,2530,3590,2159,3689,4743,2149,2413
PPIAP23,0,0,0,0,0,0,0,0
PPIAP24,0,0,0,0,0,0,0,0
PPIAP25,0,0,0,0,0,0,0,1
PPIAP26,0,0,0,0,0,0,0,0
PPIAP27,0,0,0,0,0,0,0,0
PPIAP28,0,0,0,0,0,0,0,0
PPIAP29,1221,1212,1610,928,1592,1953,977,1039
PPIAP3,3,0,0,1,1,1,1,0
PPIAP30,0,0,0,0,0,1,1,0
PPIAP31,351,383,234,220,203,279,197,231
PPIAP32,0,0,0,0,0,0,1,0
PPIAP33,0,0,0,0,0,0,0,0
PPIAP34,1,1,0,0,0,1,0,0
PPIAP35,0,0,0,0,0,0,1,0
PPIAP36,0,0,0,0,0,0,0,0
PPIAP37,0,0,0,0,0,0,0,0
PPIAP38,0,0,0,0,0,0,0,0
PPIAP39,11,26,22,80,9,64,14,81
PPIAP4,1,3,1,2,3,0,2,0
PPIAP40,5,5,1,4,1,7,5,6
PPIAP41,0,1,4,0,2,5,4,2
PPIAP42,1,0,2,0,0,0,1,0
PPIAP43,7,8,3,1,4,4,2,1
PPIAP44,0,0,0,0,0,0,0,0
PPIAP45,0,0,0,0,0,0,0,0
PPIAP46,2,2,5,3,3,10,5,6
PPIAP47,0,0,0,0,0,0,1,0
PPIAP48,0,0,0,0,0,0,0,0
PPIAP49,0,0,0,0,0,0,0,0
PPIAP5,0,0,0,0,0,0,0,0
PPIAP50,0,0,0,0,0,0,1,0
PPIAP51,0,0,1,0,0,3,1,0
PPIAP52,0,0,1,0,0,1,0,0
PPIAP53,4,4,6,3,11,7,8,0
PPIAP54,0,1,2,0,0,3,0,1
PPIAP55,0,0,0,0,0,0,0,0
PPIAP56,0,0,0,0,0,0,0,0
PPIAP57,0,0,0,0,0,0,0,0
PPIAP58,0,0,0,0,0,0,0,0
PPIAP59,5,3,0,4,0,4,3,3
PPIAP6,188,234,202,159,218,274,117,156
PPIAP60,0,0,0,0,0,0,0,0
PPIAP62,0,0,0,0,0,0,0,0
PPIAP63,0,0,0,0,0,0,0,0
PPIAP64,0,0,0,0,1,0,0,0
PPIAP65,0,0,0,0,0,0,0,0
PPIAP66,0,0,0,0,0,0,1,0
PPIAP67,1,1,0,0,0,1,0,0
PPIAP68,0,0,0,0,0,0,0,0
PPIAP69,0,0,0,0,0,0,0,0
PPIAP7,0,0,0,0,0,0,0,0
PPIAP70,0,0,0,0,0,0,0,0
PPIAP71,0,0,0,0,0,0,0,0
PPIAP72,0,0,1,1,0,0,0,0
PPIAP73,0,0,1,0,0,0,0,0
PPIAP74,0,0,0,0,0,0,0,0
PPIAP75,0,0,0,0,0,0,0,0
PPIAP76,0,0,0,0,0,0,0,0
PPIAP77,1,0,1,1,1,0,0,0
PPIAP78,0,0,0,0,0,0,0,0
PPIAP79,0,0,0,0,0,0,0,0
PPIAP8,0,0,0,0,0,0,0,0
PPIAP80,0,0,0,0,0,0,0,0
PPIAP81,0,0,0,0,0,0,0,0
PPIAP82,0,0,0,0,0,0,0,0
PPIAP83,0,0,0,0,0,0,0,0
PPIAP84,1,0,0,0,0,0,0,1
PPIAP85,0,0,0,0,0,0,0,0
PPIAP86,0,0,0,0,0,0,0,0
PPIAP87,2,0,0,0,1,0,0,0
PPIAP88,0,0,0,0,0,0,0,0
PPIAP89,0,0,0,0,0,0,0,0
PPIAP9,0,1,0,0,0,0,0,2
PPIAP90,0,0,0,0,3,0,1,0
PPIAP91,0,0,0,2,5,0,1,1
PPIAP93,0,0,0,0,0,0,0,0
PPIB,2622,2275,2475,1364,2522,3586,1923,1761
PPIC,851,625,1072,571,962,805,814,660
PPIC-AS1,4,5,7,2,3,5,5,5
PPID,482,374,648,308,733,741,458,398
PPIE,475,415,680,377,559,684,496,470
PPIEL,25,14,26,15,11,10,17,20
PPIF,506,575,487,381,771,1079,461,517
PPIG,1161,1052,1565,865,1782,1794,1307,1147
PPIH,201,184,217,137,229,241,187,182
PPIHP1,0,0,0,0,1,1,0,1
PPIHP2,0,0,0,0,0,0,0,0
PPIL1,252,196,307,118,350,589,214,166
PPIL1P1,0,0,0,0,0,0,0,0
PPIL2,857,683,1121,466,917,1154,677,680
PPIL3,480,367,533,263,527,423,442,358
PPIL4,621,545,833,461,965,1052,600,587
PPIL6,48,53,43,20,59,56,37,62
PPIP5K1,399,139,537,210,433,303,379,212
PPIP5K2,1076,898,1220,691,1329,1414,1117,969
PPL,5629,4626,6558,3810,3268,2221,5213,6561
PPM1A,1166,1091,1319,1048,1412,1693,1137,1340
PPM1AP1,13,8,10,2,5,8,9,6
PPM1B,696,1107,674,716,619,965,614,1177
PPM1B-DT,0,0,2,0,0,0,0,0
PPM1D,455,303,469,187,660,390,389,271
PPM1E,4,2,0,1,2,2,2,4
PPM1F,1366,866,1101,479,1310,1268,1123,961
PPM1F-AS1,57,44,80,30,34,57,36,48
PPM1G,1260,1213,1402,794,1554,1764,1069,1130
PPM1H,39,6,29,10,18,11,22,12
PPM1J,7,9,12,7,9,21,6,7
PPM1J-DT,0,1,0,0,0,0,0,0
PPM1K,573,765,784,718,654,649,570,817
PPM1K-DT,1,1,1,2,3,2,2,5
PPM1L,102,92,73,45,120,58,70,67
PPM1M,713,589,732,395,716,850,602,658
PPM1N,15,36,19,23,7,17,22,29
PPME1,753,649,742,488,897,1487,593,624
PPOX,191,148,172,106,165,164,177,189
PPP1CA,939,1084,1116,671,1086,1964,807,1032
PPP1CB,2697,4522,3101,4633,2784,5035,2417,5659
PPP1CC,2041,1958,2191,1286,2131,2848,1762,1823
PPP1R10,1097,731,1245,664,1146,1396,907,847
PPP1R10P1,0,0,0,0,0,0,1,0
PPP1R11,891,749,1140,662,1337,1428,762,796
PPP1R11P1,1,1,0,1,1,0,1,3
PPP1R11P2,0,0,0,0,0,0,0,0
PPP1R12A,1498,1502,1766,1350,1842,2698,1290,1695
PPP1R12A-AS1,4,2,2,3,5,6,10,3
PPP1R12B,640,1089,2680,2550,758,2126,1439,2338
PPP1R12BP1,1,2,0,0,0,0,0,0
PPP1R12BP2,0,0,0,0,0,0,0,0
PPP1R12C,1881,2824,2677,2050,2312,4244,1837,3265
PPP1R13B,105,75,199,90,180,150,159,121
PPP1R13L,135,112,150,87,150,377,161,175
PPP1R14A,30,219,126,357,69,844,30,232
PPP1R14B,962,764,916,355,855,1068,739,629
PPP1R14B-AS1,0,1,0,1,4,1,2,2
PPP1R14BP2,3,14,11,4,12,23,5,8
PPP1R14BP3,295,274,268,96,237,304,205,173
PPP1R14BP4,0,0,0,0,0,0,0,0
PPP1R14BP5,0,0,0,0,0,0,0,0
PPP1R14C,15,15,12,3,5,12,6,2
PPP1R14D,0,0,0,0,0,0,0,0
PPP1R15A,1709,1312,1697,1083,1677,1880,1466,1652
PPP1R15B,638,523,717,393,704,840,562,613
PPP1R16A,170,147,188,79,180,286,158,154
PPP1R16B,0,0,0,0,0,0,0,0
PPP1R17,0,0,0,0,0,0,0,0
PPP1R18,2293,1946,2367,1256,2713,2645,1922,1995
PPP1R1A,0,1,0,0,1,2,1,0
PPP1R1AP1,0,0,0,0,0,0,1,0
PPP1R1AP2,0,0,0,0,0,0,0,0
PPP1R1B,152,21,111,13,49,4,365,35
PPP1R1C,9,10,26,29,6,11,5,6
PPP1R2,682,610,913,633,791,943,624,728
PPP1R21,436,498,615,524,567,814,430,717
PPP1R21-DT,2,1,1,0,1,2,2,0
PPP1R26,216,177,246,134,332,297,236,227
PPP1R26-AS1,15,5,7,12,15,19,13,10
PPP1R26P1,0,1,1,1,0,0,0,1
PPP1R26P5,0,0,0,0,0,0,0,0
PPP1R27,0,1,1,1,0,1,0,1
PPP1R2B,51,17,51,30,54,65,34,34
PPP1R2C,0,0,0,0,0,0,0,0
PPP1R2P1,0,0,0,0,0,0,0,0
PPP1R2P10,0,0,0,0,0,0,0,0
PPP1R2P2,0,1,1,0,0,3,0,0
PPP1R2P4,0,0,0,0,0,0,0,0
PPP1R2P5,0,0,0,0,0,0,0,0
PPP1R2P6,0,0,2,0,2,1,0,0
PPP1R32,37,35,56,25,41,42,29,31
PPP1R35,63,66,47,18,45,82,56,46
PPP1R35-AS1,0,0,0,0,2,1,1,1
PPP1R36,8,6,18,5,14,32,11,7
PPP1R37,657,496,634,285,723,732,630,534
PPP1R3A,0,0,0,0,0,0,0,0
PPP1R3B,731,626,656,511,708,1387,694,857
PPP1R3C,4727,2852,5677,2038,4129,5186,3346,2278
PPP1R3D,140,152,132,120,118,178,134,167
PPP1R3E,149,118,167,80,141,138,161,122
PPP1R3F,113,80,110,70,126,103,80,77
PPP1R3G,60,38,41,18,39,47,44,45
PPP1R42,4,1,6,0,6,1,4,0
PPP1R7,987,816,1141,588,1040,1090,797,730
PPP1R8,618,585,722,447,721,917,551,637
PPP1R8P1,0,0,0,0,0,0,0,1
PPP1R9A,37,25,96,40,9,23,92,84
PPP1R9A-AS1,0,1,4,3,0,0,1,0
PPP1R9B,1643,1246,1705,982,1912,1799,1763,1435
PPP2CA,1356,1237,1453,961,1554,1930,1189,1251
PPP2CA-DT,4,1,2,2,2,5,4,2
PPP2CB,1563,1973,1873,1814,1671,2508,1563,2388
PPP2R1A,5428,4755,5885,3900,6011,7868,4882,5564
PPP2R1B,714,648,941,463,915,1530,763,666
PPP2R2A,729,701,811,555,948,1079,536,565
PPP2R2B,0,0,6,0,1,0,6,5
PPP2R2B-IT1,0,0,0,0,0,0,0,0
PPP2R2C,7,8,9,24,8,5,9,14
PPP2R2D,463,504,554,351,654,713,433,494
PPP2R2DP1,0,0,0,0,0,0,1,0
PPP2R3A,698,506,882,406,1034,1119,794,618
PPP2R3B,268,176,241,112,246,237,203,154
PPP2R3C,270,255,343,252,409,462,173,194
PPP2R5A,685,602,726,653,761,1018,690,779
PPP2R5B,484,500,516,267,554,861,392,413
PPP2R5C,2307,1909,2696,1598,2636,2893,2132,2390
PPP2R5CP,30,17,21,14,23,23,18,26
PPP2R5D,1185,1092,1354,787,1290,1394,1000,1154
PPP2R5E,1039,1028,1058,807,1171,1556,931,1014
PPP3CA,1433,1316,1421,806,1613,1770,1123,1145
PPP3CB,1449,1413,1722,1300,1777,2241,1507,1457
PPP3CB-AS1,54,35,88,46,59,113,55,45
PPP3CC,290,339,335,295,380,405,271,423
PPP3R1,387,359,422,365,427,463,345,377
PPP3R2,0,0,0,0,0,0,1,0
PPP4C,1098,1117,1192,764,1130,1591,858,1043
PPP4R1,1472,1444,1501,1015,1972,2335,1299,1555
PPP4R1-AS1,2,2,1,0,3,2,1,4
PPP4R1L,171,144,199,90,205,199,164,162
PPP4R2,1068,853,1125,679,1283,1468,919,893
PPP4R3A,1269,947,1216,686,1431,1349,1019,875
PPP4R3B-DT,0,0,0,0,0,0,0,0
PPP4R3C,0,0,0,0,0,0,0,0
PPP4R4,74,89,67,31,207,195,67,88
PPP5C,789,1106,911,667,1018,1666,672,1110
PPP5D1,26,12,22,10,25,21,14,12
PPP6C,1000,888,1113,770,1262,1484,936,997
PPP6R1,1313,1283,1684,917,1823,2361,1214,1423
PPP6R2,1176,1128,1283,752,1479,1841,1047,1143
PPP6R2P1,0,0,0,0,0,0,0,0
PPP6R3,1371,1238,1449,942,1539,2069,1103,1325
PPRC1,654,564,742,352,785,991,527,462
PPT1,716,682,911,565,792,1002,649,645
PPT2,0,0,0,0,0,0,0,0
PPT2-EGFL8,4,11,4,5,10,6,6,4
PPTC7,354,762,337,517,439,744,249,698
PPWD1,622,528,730,426,676,791,560,538
PPY,0,0,0,0,0,1,1,0
PPY2P,0,0,0,0,0,0,0,0
PQBP1,445,398,482,247,467,469,385,358
PQLC1P1,0,0,0,0,0,0,0,0
PRAC1,0,0,0,0,0,0,0,0
PRAC2,0,0,0,0,0,0,0,0
PRADC1,232,166,170,113,215,141,155,159
PRADC1P1,4,3,1,0,1,1,6,0
PRAF2,352,254,488,240,570,484,328,272
PRAM1,0,2,6,4,5,6,5,1
PRAME,0,0,0,0,0,0,0,0
PRAMEF1,0,11,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0,0
PRAMEF11,0,0,0,0,0,0,0,0
PRAMEF12,1,4,0,0,0,0,0,0
PRAMEF14,0,6,0,0,0,0,0,0
PRAMEF15,1,1,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0,0
PRAMEF2,0,14,0,0,0,0,0,0
PRAMEF20,0,2,0,0,0,0,0,0
PRAMEF25,0,2,0,0,0,0,0,0
PRAMEF29P,0,1,0,0,0,0,0,0
PRAMEF30P,0,0,0,0,0,0,0,0
PRAMEF31P,0,0,0,0,0,0,0,0
PRAMEF32P,0,1,0,0,0,0,0,0
PRAMEF33,0,0,0,0,0,0,0,0
PRAMEF35P,0,0,0,0,0,0,0,0
PRAMEF36P,0,7,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0,0
PRAMEF5,0,0,0,0,0,0,0,0
PRAMEF6,0,3,0,0,0,0,0,0
PRAMEF7,0,20,0,0,0,1,0,0
PRAMEF8,0,14,0,0,0,1,0,0
PRAMEF9,0,1,0,0,0,0,0,0
PRAMENP,0,0,0,0,0,0,0,0
PRANCR,14,9,28,14,17,20,21,16
PRAP1,2,0,0,1,1,0,2,1
PRB1,0,0,0,0,0,0,0,0
PRB2,1,0,2,2,3,4,3,0
PRB3,0,1,5,0,0,2,3,3
PRB4,0,0,0,0,0,0,0,0
PRC1,143,123,194,96,145,120,160,130
PRC1-AS1,2,1,2,0,2,5,2,1
PRCC,709,648,827,452,968,966,560,602
PRCD,74,34,72,28,55,39,64,55
PRCP,2372,1991,3545,2517,4323,5183,2395,2779
PRCPP1,0,0,0,0,0,0,1,0
PRDM1,118,129,163,251,175,467,88,331
PRDM10,270,202,220,138,283,287,240,216
PRDM11,183,199,194,122,157,217,141,275
PRDM12,0,0,0,1,0,0,0,0
PRDM13,0,0,0,0,0,0,0,0
PRDM14,0,0,0,0,0,1,0,0
PRDM15,222,150,233,94,262,302,172,157
PRDM16,85,58,67,24,41,49,47,43
PRDM16-DT,10,11,11,2,7,4,5,8
PRDM2,1115,1178,1408,900,1202,1620,980,1256
PRDM4,689,634,711,464,722,906,538,641
PRDM5,280,245,393,161,292,365,386,320
PRDM6,1182,952,1038,604,1056,999,593,774
PRDM7,0,0,0,0,1,0,0,0
PRDM8,598,555,1026,452,1878,2002,626,650
PRDM9,0,0,0,0,0,0,0,0
PRDX1,3737,3668,5343,3019,4693,5098,3301,3391
PRDX1P1,2,2,2,5,5,3,6,4
PRDX2,773,632,1042,471,1161,1135,767,652
PRDX2P1,0,1,1,0,0,0,0,0
PRDX2P2,0,0,0,0,0,0,0,0
PRDX2P3,0,1,1,0,0,2,0,0
PRDX2P4,0,0,0,0,1,3,0,0
PRDX3,1918,1932,1928,1437,2097,2831,1521,1726
PRDX3P1,1,3,4,4,8,5,4,2
PRDX3P2,2,4,2,2,7,1,2,0
PRDX3P3,0,0,0,0,0,0,0,0
PRDX3P4,2,1,2,0,0,3,0,0
PRDX4,1719,1406,1538,966,1853,2302,1339,1308
PRDX4P1,0,0,0,0,0,0,0,0
PRDX5,2403,2416,3061,1517,2519,3250,2065,1939
PRDX6,2989,3940,3698,2849,3788,4857,2900,4395
PRDX6-AS1,16,20,20,16,10,17,21,18
PREB,1302,2896,1393,1487,1145,3008,784,1608
PRECSIT,18,12,22,7,19,7,18,13
PRELID1,307,335,300,152,271,435,228,228
PRELID1P1,26,31,12,18,19,27,13,15
PRELID1P2,0,0,0,0,0,0,0,0
PRELID1P3,0,0,0,0,0,0,0,0
PRELID1P4,1,1,0,0,0,0,1,0
PRELID1P5,4,0,1,1,3,5,2,2
PRELID1P6,51,58,30,36,43,77,35,37
PRELID1P7,0,0,0,0,0,0,0,0
PRELID2,22,26,25,35,20,97,33,59
PRELID2P1,0,0,0,0,0,0,0,0
PRELID3A,52,45,101,39,95,91,67,61
PRELID3B,604,632,698,474,727,897,580,568
PRELID3BP1,0,0,0,0,0,0,0,0
PRELID3BP10,1,1,0,0,0,0,0,1
PRELID3BP11,0,0,0,0,0,0,0,0
PRELID3BP2,0,0,0,0,0,0,0,0
PRELID3BP3,0,0,0,1,0,0,0,0
PRELID3BP4,0,0,0,0,0,0,1,0
PRELID3BP5,0,0,0,0,0,0,0,0
PRELID3BP6,0,0,0,0,0,0,0,0
PRELID3BP7,0,2,0,0,0,0,0,0
PRELID3BP8,0,0,0,0,0,0,1,0
PRELP,11315,7377,21430,12936,12159,17686,14140,15450
PREP,512,672,585,507,570,986,450,611
PREPL,1452,865,1790,571,1820,1394,1298,846
PREX1,165,77,269,125,265,187,294,211
PREX2,78,28,104,29,5,7,16,5
PRF1,0,1,0,0,2,0,0,0
PRG2,1,0,0,0,0,0,0,0
PRG3,0,0,0,0,0,0,0,0
PRG4,1,32,15,16,23,82,12,33
PRH1,0,0,0,0,0,0,0,0
PRH2,5,2,6,2,4,5,8,2
PRICKLE1,216,163,309,188,212,344,203,223
PRICKLE2,332,336,349,249,414,856,302,581
PRICKLE2-AS1,0,0,0,0,0,0,0,0
PRICKLE2-AS2,0,0,1,0,0,0,0,0
PRICKLE2-AS3,1,0,0,0,2,1,0,0
PRICKLE2-DT,1,0,0,0,0,1,0,1
PRICKLE3,124,136,127,68,140,181,103,129
PRIM1,69,29,44,20,31,28,44,30
PRIM2,418,275,598,256,453,442,402,272
PRIMA1,3,1,1,0,0,0,0,0
PRIMPOL,232,188,260,175,221,211,198,169
PRKAA1,1759,2873,1947,1975,1810,4189,1707,2988
PRKAA2,223,204,339,227,303,410,213,238
PRKAB1,448,432,529,367,561,642,403,546
PRKAB2,938,784,1214,683,1219,1480,756,861
PRKACA,1706,1420,2082,1070,1902,1969,1540,1417
PRKACB,1183,668,1290,543,1616,1250,1144,733
PRKACB-DT,32,27,38,20,19,25,22,15
PRKACG,0,0,0,0,0,0,0,0
PRKAG1,1349,1218,1566,917,1477,1760,1135,1201
PRKAG2,314,1074,871,1283,570,2248,477,1303
PRKAG2-AS1,0,9,1,3,1,4,1,6
PRKAG3,2,1,5,0,2,1,2,0
PRKAR1A,6753,6766,7641,5861,8815,11851,6041,7450
PRKAR1AP1,0,0,1,0,0,0,0,0
PRKAR1B,269,196,450,244,528,612,453,379
PRKAR1B-AS1,0,0,0,0,1,0,0,0
PRKAR1B-AS2,0,1,0,0,1,0,0,0
PRKAR2A,1079,1065,1174,758,1325,1614,1177,1155
PRKAR2A-AS1,9,6,20,5,18,12,17,7
PRKAR2B,220,242,281,317,291,387,209,413
PRKAR2B-AS1,0,0,0,0,0,1,0,0
PRKCA,2906,2846,4168,2304,4659,7240,2809,3510
PRKCA-AS1,0,0,0,1,0,0,0,0
PRKCB,3,1,0,0,0,0,0,0
PRKCD,325,356,474,262,446,557,381,459
PRKCE,650,293,500,120,680,339,549,219
PRKCE-AS1,0,0,0,0,0,0,0,0
PRKCG,1,1,3,1,0,5,0,2
PRKCH,19,40,62,48,78,177,60,190
PRKCI,1258,1035,1760,899,1738,2030,1297,1305
PRKCIP1,9,11,20,9,21,14,10,14
PRKCQ,1,0,0,3,1,2,0,0
PRKCQ-AS1,2,2,4,0,3,1,4,0
PRKCSH,4914,4837,6196,3462,5768,6876,4256,4669
PRKCZ,6,9,11,8,11,9,6,6
PRKCZ-AS1,24,17,48,16,41,53,24,24
PRKD1,624,867,690,680,585,1257,612,929
PRKD2,432,369,522,253,523,542,493,514
PRKD3,1861,1736,2033,1091,2223,1987,1521,1680
PRKDC,6784,4866,6170,3123,6718,9560,4978,4978
PRKG1,1524,920,1776,761,1941,1454,1723,1291
PRKG1-AS1,7,4,14,8,15,9,10,4
PRKG2,312,136,243,26,551,200,434,123
PRKG2-AS1,1,0,0,0,0,0,0,0
PRKN,52,57,83,58,75,45,76,72
PRKRA,550,511,606,368,655,764,407,438
PRKRIP1,432,379,565,239,524,543,370,313
PRKX,235,199,312,143,292,334,226,211
PRKX-AS1,0,0,0,0,0,0,0,0
PRKXP1,11,19,4,3,0,0,8,7
PRKY,380,269,327,130,464,336,6,5
PRL,0,0,0,1,1,1,1,0
PRLH,0,0,0,0,0,0,0,0
PRLHR,0,0,0,0,0,0,0,0
PRLR,0,1,2,2,0,5,1,5
PRM1,0,0,0,0,0,0,0,0
PRM2,0,0,0,0,0,0,0,0
PRM3,0,0,0,0,0,0,0,0
PRMT1,1284,1186,1461,644,1548,1705,992,1048
PRMT1P1,0,0,2,0,0,0,0,0
PRMT2,2412,1973,3012,1402,2660,2812,1999,1976
PRMT3,226,171,252,147,293,327,207,185
PRMT5,314,337,359,220,393,480,283,274
PRMT5-AS1,3,1,1,3,1,3,0,2
PRMT5P1,0,0,0,0,0,0,0,0
PRMT6,245,151,285,114,261,253,256,144
PRMT7,565,630,626,414,545,621,515,696
PRMT8,0,0,0,0,0,0,0,0
PRMT9,200,160,255,142,290,292,220,184
PRND,0,0,1,0,2,1,1,2
PRNP,9008,6337,10600,5643,12813,12021,8293,7776
PRNT,0,0,0,0,0,0,0,0
PROB1,23,26,29,20,45,54,34,46
PROC,1,1,1,0,1,1,0,0
PROCA1,43,42,72,29,39,42,30,42
PROCR,254,238,363,150,272,243,270,194
PRODH,4,146,7,88,3,41,1,100
PRODH2,0,0,0,0,0,0,0,0
PROK1,0,1,0,1,0,2,0,3
PROK2,0,0,0,0,0,0,0,0
PROKR1,0,0,0,0,0,0,0,1
PROKR2,0,0,0,0,0,0,0,0
PROM1,1,0,1,0,0,1,0,0
PROM2,14,8,11,6,17,20,14,14
